"WEBSITE","YEAR","PAGE PATH","PAGE URL","PAGE VIEWS","UNIQUE VIEWS","AVERAGE TIME ON PAGE (SECONDS)","ENTRANCES","BOUNCE RATE (%)","EXIT RATE (%)"
"www.brla.gov","2025","/1562/grants-contract-review-committee","http://www.brla.gov/1562/grants-contract-review-committee","1,743","1,392","34.07","0","0.02","0.19"
"www.brla.gov","2025","/1728/public-works","http://www.brla.gov/1728/public-works","1,741","1,214","22.81","56","0.07","0.11"
"www.brla.gov","2025","/1736/procedures-manuals","http://www.brla.gov/1736/procedures-manuals","1,731","1,474","55.77","332","0.10","0.56"
"www.brla.gov","2025","/2884/community-services","http://www.brla.gov/2884/community-services","1,730","1,544","16.51","726","0.32","0.66"
"www.brla.gov","2025","/formcenter/emergency-medical-services-4/event-request-form-44","http://www.brla.gov/formcenter/emergency-medical-services-4/event-request-form-44","1,729","1,458","67.08","282","0.18","0.52"
"www.brla.gov","2025","/agendacenter/mosquito-abatement-rodent-control-board-26/","http://www.brla.gov/agendacenter/mosquito-abatement-rodent-control-board-26/","1,728","1,448","29.40","56","0.05","0.55"
"www.brla.gov","2025","/1476/substance-abuse","http://www.brla.gov/1476/substance-abuse","1,727","1,450","22.57","1,582","0.85","0.81"
"www.brla.gov","2025","/517/revenue-facts","http://www.brla.gov/517/revenue-facts","1,714","1,456","120.37","513","0.26","0.66"
"www.brla.gov","2025","/482/law-enforcement-fallen-heroes-memorial","http://www.brla.gov/482/law-enforcement-fallen-heroes-memorial","1,708","1,575","19.37","1,101","0.61","0.61"
"www.brla.gov","2025","/jobsl(http://www.brla.gov/jobs)","http://www.brla.gov/jobsl(http://www.brla.gov/jobs)","1,704","1,704","5.08","1,704","0.81","0.81"
"www.brla.gov","2025","/477/avoiding-fraud-scams","http://www.brla.gov/477/avoiding-fraud-scams","1,703","1,553","13.64","1,398","0.75","0.84"
"www.brla.gov","2025","/392/plead-guilty-in-person","http://www.brla.gov/392/plead-guilty-in-person","1,688","1,560","31.43","151","0.18","0.33"
"www.brla.gov","2025","/1811/all-hazards-preparedness","http://www.brla.gov/1811/all-hazards-preparedness","1,687","1,483","70.87","468","0.16","0.39"
"www.brla.gov","2025","/2571/drehr-place","http://www.brla.gov/2571/drehr-place","1,675","1,583","30.95","736","0.26","0.46"
"www.brla.gov","2025","/2579/geaux-get-vaccinated","http://www.brla.gov/2579/geaux-get-vaccinated","1,674","1,674","0.25","1,640","0.98","1.00"
"www.brla.gov","2025","/menforothers","http://www.brla.gov/menforothers","1,673","1,615","15.87","1,615","0.75","0.90"
"www.brla.gov","2025","/1592/get-involved","http://www.brla.gov/1592/get-involved","1,672","1,300","8.63","412","0.25","0.50"
"www.brla.gov","2025","/2576/restoration-tax-abatement-program","http://www.brla.gov/2576/restoration-tax-abatement-program","1,672","1,258","172.59","956","0.29","0.51"
"www.brla.gov","2025","/375/alternatives-to-detention-services","http://www.brla.gov/375/alternatives-to-detention-services","1,668","1,330","27.60","1,090","0.68","0.66"
"www.brla.gov","2025","/1480/legal-services","http://www.brla.gov/1480/legal-services","1,667","1,211","22.58","1,297","0.78","0.88"
"www.brla.gov","2025","/2284/fleet-management","http://www.brla.gov/2284/fleet-management","1,653","1,342","59.93","154","0.04","0.65"
"www.brla.gov","2025","/1191/how-do-i","http://www.brla.gov/1191/how-do-i","1,646","1,502","25.32","0","0.05","0.13"
"www.brla.gov","2025","/2278/executime-resources","http://www.brla.gov/2278/executime-resources","1,637","766","53.96","0","0.00","0.40"
"www.brla.gov","2025","/389/plead-guilty-by-mail","http://www.brla.gov/389/plead-guilty-by-mail","1,635","1,363","30.47","139","0.06","0.36"
"www.brla.gov","2025","/2966/transition-to-kindergarten","http://www.brla.gov/2966/transition-to-kindergarten","1,620","1,573","30.81","563","0.37","0.60"
"www.brla.gov","2025","/1190/faqs","http://www.brla.gov/1190/faqs","1,617","1,555","15.15","194","0.04","0.21"
"www.brla.gov","2025","/realestate.aspx","http://www.brla.gov/realestate.aspx","1,614","740","5.38","855","0.48","0.60"
"www.brla.gov","2025","/2869/brpd-resources","http://www.brla.gov/2869/brpd-resources","1,574","1,488","156.59","1,255","0.52","0.68"
"www.brla.gov","2025","/701/publications","http://www.brla.gov/701/publications","1,571","1,280","96.25","219","0.20","0.42"
"www.brla.gov","2025","/424/about-us","http://www.brla.gov/424/about-us","1,568","1,300","11.39","56","0.17","0.22"
"www.brla.gov","2025","/facilities/facility/details/charles-r-kelly-community-center-2","http://www.brla.gov/facilities/facility/details/charles-r-kelly-community-center-2","1,556","1,430","23.87","257","0.27","0.44"
"www.brla.gov","2025","/1944/ordinances","http://www.brla.gov/1944/ordinances","1,554","1,294","22.90","286","0.20","0.57"
"www.brla.gov","2025","/1565/auto-committee-vehicle-policies","http://www.brla.gov/1565/auto-committee-vehicle-policies","1,552","1,041","22.56","56","0.05","0.65"
"www.brla.gov","2025","/1814/pet-preparedness","http://www.brla.gov/1814/pet-preparedness","1,549","1,491","40.48","707","0.51","0.50"
"www.brla.gov","2025","/341/street-classifications","http://www.brla.gov/341/street-classifications","1,547","1,253","19.03","815","0.45","0.71"
"www.brla.gov","2025","/2534/economic-development","http://www.brla.gov/2534/economic-development","1,544","838","14.23","577","0.48","0.61"
"www.brla.gov","2025","/1413/crescentcare-legal","http://www.brla.gov/1413/crescentcare-legal","1,542","1,385","12.79","789","0.55","0.70"
"www.brla.gov","2025","/2996/iacp-trust-building-campaign","http://www.brla.gov/2996/iacp-trust-building-campaign","1,536","1,221","22.67","458","0.43","0.52"
"www.brla.gov","2025","/1724/accessing-webmail","http://www.brla.gov/1724/accessing-webmail","1,533","978","26.27","402","0.26","0.67"
"www.brla.gov","2025","/386/east-baton-rouge-parish-library-system","http://www.brla.gov/386/east-baton-rouge-parish-library-system","1,533","1,253","18.12","1,166","0.68","0.82"
"www.brla.gov","2025","/2063/lgbtq-police-liaison","http://www.brla.gov/2063/lgbtq-police-liaison","1,530","1,474","28.04","551","0.29","0.60"
"www.brla.gov","2025","/2751/pillar-5-training-and-education","http://www.brla.gov/2751/pillar-5-training-and-education","1,521","1,405","23.19","425","0.35","0.66"
"www.brla.gov","2025","/354/bringing-volunteerism-into-city-court","http://www.brla.gov/354/bringing-volunteerism-into-city-court","1,518","1,355","68.24","324","0.14","0.49"
"www.brla.gov","2025","/2723/redistricting-2022","http://www.brla.gov/2723/redistricting-2022","1,511","1,361","81.08","740","0.47","0.67"
"www.brla.gov","2025","/144/find","http://www.brla.gov/144/find","1,510","1,366","63.68","215","0.11","0.34"
"www.brla.gov","2025","/1700/employee-assistance-program","http://www.brla.gov/1700/employee-assistance-program","1,505","1,251","83.23","110","0.20","0.53"
"www.brla.gov","2025","/2850/winter-weather-preparedness","http://www.brla.gov/2850/winter-weather-preparedness","1,475","1,475","65.80","1,080","0.56","0.74"
"www.brla.gov","2025","/426/information-on-hiv-services","http://www.brla.gov/426/information-on-hiv-services","1,453","1,142","5.02","190","0.29","0.30"
"www.brla.gov","2025","/465/complaint-line","http://www.brla.gov/465/complaint-line","1,446","1,294","6.91","845","0.36","0.69"
"www.brla.gov","2025","/2921/east-baton-rouge-public-safety-plan","http://www.brla.gov/2921/east-baton-rouge-public-safety-plan","1,445","1,312","15.11","784","0.49","0.73"
"www.brla.gov","2025","/853/executive-legislative-judicial-operation","http://www.brla.gov/853/executive-legislative-judicial-operation","1,423","1,211","5.36","294","0.12","0.20"
"www.brla.gov","2025","/677/senior-wellness-enrichment-enhancement-p","http://www.brla.gov/677/senior-wellness-enrichment-enhancement-p","1,419","1,289","71.33","864","0.55","0.74"
"www.brla.gov","2025","/295/general-characteristics-of-traffic-signa","http://www.brla.gov/295/general-characteristics-of-traffic-signa","1,408","1,210","12.91","1,408","1.00","1.00"
"www.brla.gov","2025","/formcenter","http://www.brla.gov/formcenter","1,407","733","19.80","479","0.19","0.35"
"www.brla.gov","2025","/3002/community-relations","http://www.brla.gov/3002/community-relations","1,403","1,038","27.65","644","0.30","0.47"
"www.brla.gov","2025","/2276/munis-financial-resources","http://www.brla.gov/2276/munis-financial-resources","1,394","965","12.21","155","0.03","0.46"
"www.brla.gov","2025","/3183/capital-area-police-athleticactivities-l","http://www.brla.gov/3183/capital-area-police-athleticactivities-l","1,392","1,184","31.98","923","0.79","0.81"
"www.brla.gov","2025","/761/requests-complaints-grievance-procedures","http://www.brla.gov/761/requests-complaints-grievance-procedures","1,380","1,070","58.21","889","0.39","0.61"
"www.brla.gov","2025","/1483/case-management-non-medical","http://www.brla.gov/1483/case-management-non-medical","1,377","1,320","15.92","980","0.42","0.52"
"www.brla.gov","2025","/235/appeals","http://www.brla.gov/235/appeals","1,371","1,203","15.40","667","0.41","0.63"
"www.brla.gov","2025","/3083/disaster-assistance","http://www.brla.gov/3083/disaster-assistance","1,359","1,247","62.67","935","0.55","0.67"
"www.brla.gov","2025","/2762/environment-and-conservation","http://www.brla.gov/2762/environment-and-conservation","1,354","1,258","30.65","1,194","0.90","0.96"
"www.brla.gov","2025","/406/educational-clinics","http://www.brla.gov/406/educational-clinics","1,343","1,138","56.47","478","0.47","0.50"
"www.brla.gov","2025","/2178/district-2-for-u","http://www.brla.gov/2178/district-2-for-u","1,343","1,031","49.45","741","0.37","0.45"
"www.brla.gov","2025","/formcenter/emergency-medical-services-4/feedback-and-review-68","http://www.brla.gov/formcenter/emergency-medical-services-4/feedback-and-review-68","1,338","1,282","12.40","865","0.69","0.88"
"www.brla.gov","2025","/1268/chapter-6-police-department","http://www.brla.gov/1268/chapter-6-police-department","1,323","1,129","85.61","281","0.23","0.41"
"www.brla.gov","2025","/formcenter/emergency-medical-services-4/ems-explorer-post-inquiry-43","http://www.brla.gov/formcenter/emergency-medical-services-4/ems-explorer-post-inquiry-43","1,318","978","111.91","341","0.28","0.71"
"www.brla.gov","2025","/formcenter/planning-commission-26/planning-commission-","http://www.brla.gov/formcenter/planning-commission-26/planning-commission-","1,308","1,203","4.06","1,203","0.80","0.80"
"www.brla.gov","2025","/2761/transportation","http://www.brla.gov/2761/transportation","1,303","1,144","36.43","1,203","0.94","0.84"
"www.brla.gov","2025","/399/helpful-links","http://www.brla.gov/399/helpful-links","1,302","1,107","64.19","467","0.51","0.45"
"www.brla.gov","2025","/documentcenter/","http://www.brla.gov/documentcenter/","1,301","1,145","42.14","595","0.13","0.28"
"www.brla.gov","2025","/1338/recovery","http://www.brla.gov/1338/recovery","1,300","1,044","7.34","730","0.68","0.84"
"www.brla.gov","2025","/2277/munis-hrpayroll-resources","http://www.brla.gov/2277/munis-hrpayroll-resources","1,300","687","19.67","392","0.01","0.13"
"www.brla.gov","2025","/2978/disabilities","http://www.brla.gov/2978/disabilities","1,299","1,181","41.77","404","0.34","0.66"
"www.brla.gov","2025","/2756/elements","http://www.brla.gov/2756/elements","1,296","851","4.59","157","0.44","0.33"
"www.brla.gov","2025","/710/meet-the-members","http://www.brla.gov/710/meet-the-members","1,293","1,293","12.75","1,018","0.71","0.79"
"www.brla.gov","2025","/2537/city-parish-enterprise-zone-application","http://www.brla.gov/2537/city-parish-enterprise-zone-application","1,290","687","87.49","213","0.08","0.52"
"www.brla.gov","2025","/430/services","http://www.brla.gov/430/services","1,274","1,192","31.67","518","0.44","0.51"
"www.brla.gov","2025","/2487/resources","http://www.brla.gov/2487/resources","1,266","1,109","17.98","377","0.16","0.39"
"www.brla.gov","2025","/390/gardening-program","http://www.brla.gov/390/gardening-program","1,264","972","10.25","600","0.58","0.78"
"www.brla.gov","2025","/994/privacy","http://www.brla.gov/994/privacy","1,257","1,217","44.22","828","0.70","0.85"
"www.brla.gov","2025","/documentcenter/view/21783/2025-east-baton-rouge-parish-emergency-operations-plan-eop","http://www.brla.gov/documentcenter/view/21783/2025-east-baton-rouge-parish-emergency-operations-plan-eop","1,247","784","5.85","1,149","0.61","0.61"
"www.brla.gov","2025","/443/history","http://www.brla.gov/443/history","1,240","1,070","27.82","244","0.08","0.50"
"www.brla.gov","2025","/369/budgeting-division","http://www.brla.gov/369/budgeting-division","1,236","1,092","31.40","291","0.27","0.45"
"www.brla.gov","2025","/site/copyright","http://www.brla.gov/site/copyright","1,230","991","9.76","227","0.46","0.62"
"www.brla.gov","2025","/289/pedestrian-safety","http://www.brla.gov/289/pedestrian-safety","1,227","1,171","23.00","753","0.62","0.65"
"www.brla.gov","2025","/858/legislative-branch","http://www.brla.gov/858/legislative-branch","1,225","827","46.62","380","0.09","0.15"
"www.brla.gov","2025","/formcenter/city-court-6/contact-us-form-48","http://www.brla.gov/formcenter/city-court-6/contact-us-form-48","1,224","1,053","29.81","45","0.10","0.30"
"www.brla.gov","2025","/2254/mayors-international-relations-commissio","http://www.brla.gov/2254/mayors-international-relations-commissio","1,218","587","39.54","806","0.51","0.70"
"www.brla.gov","2025","/3016/28273/accreditation","http://www.brla.gov/3016/28273/accreditation","1,211","1,154","95.84","133","0.12","0.39"
"www.brla.gov","2025","/rss.aspx","http://www.brla.gov/rss.aspx","1,207","1,150","26.72","609","0.32","0.69"
"www.brla.gov","2025","/362/local-discharge-limits-surchargeable-par","http://www.brla.gov/362/local-discharge-limits-surchargeable-par","1,206","988","18.28","577","0.50","0.64"
"www.brla.gov","2025","/myaccount/profilecreate","http://www.brla.gov/myaccount/profilecreate","1,192","756","40.30","142","0.25","0.22"
"www.brla.gov","2025","/2025/franchises","http://www.brla.gov/2025/franchises","1,185","1,185","10.22","1,083","0.90","0.90"
"www.brla.gov","2025","/287/multi-way-stop-studies","http://www.brla.gov/287/multi-way-stop-studies","1,180","879","42.54","663","0.56","0.64"
"www.brla.gov","2025","/1082/composting","http://www.brla.gov/1082/composting","1,179","1,179","36.77","1,123","0.85","0.79"
"www.brla.gov","2025","/1343/open-data-policy","http://www.brla.gov/1343/open-data-policy","1,178","936","23.21","530","0.35","0.56"
"www.brla.gov","2025","/formcenter/emergency-medical-services-4/cism-contact-tracking-form-164","http://www.brla.gov/formcenter/emergency-medical-services-4/cism-contact-tracking-form-164","1,168","919","197.46","740","0.33","0.34"
"www.brla.gov","2025","/1049/yard-smart-earth-wise","http://www.brla.gov/1049/yard-smart-earth-wise","1,153","1,153","31.02","438","0.30","0.46"
"www.brla.gov","2025","/1048/fire-safety","http://www.brla.gov/1048/fire-safety","1,153","1,046","25.29","291","0.42","0.43"
"www.brla.gov","2025","/843/community-services","http://www.brla.gov/843/community-services","1,146","920","30.06","601","0.60","0.58"
"www.brla.gov","2025","/2377/covid-19-vaccine-information","http://www.brla.gov/2377/covid-19-vaccine-information","1,137","1,025","3.00","1,137","1.00","1.00"
"www.brla.gov","2025","/formcenter/finance-5/contact-us-56","http://www.brla.gov/formcenter/finance-5/contact-us-56","1,137","1,027","99.54","122","0.04","0.32"
"www.brla.gov","2025","/428/result-tabulation-bid-awarding-delivery","http://www.brla.gov/428/result-tabulation-bid-awarding-delivery","1,129","844","35.76","281","0.19","0.43"
"www.brla.gov","2025","/3069/mohsep-accreditation-awards","http://www.brla.gov/3069/mohsep-accreditation-awards","1,129","856","16.91","312","0.48","0.47"
"www.brla.gov","2025","/connectblue","http://www.brla.gov/connectblue","1,123","1,088","8.53","849","0.74","0.87"
"www.brla.gov","2025","/2222/health-wellness","http://www.brla.gov/2222/health-wellness","1,115","841","44.74","0","0.00","0.19"
"www.brla.gov","2025","/formcenter/human-development-services-9/early-head-start-program-application-65","http://www.brla.gov/formcenter/human-development-services-9/early-head-start-program-application-65","1,110","1,053","93.56","738","0.54","0.87"
